food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max,Serving size G,Serving size min ,Serving Size Max,Serving size confidence
INDWEB_0116,Chicken curry (home style),Chicken curry (home style),Pulses & legumes,katori,200,160,240,0.6,92.0,Henry et al. GI tables (non-Indian cohort),86.36,69.09,103.63,High,0.62,46.93,"Per-100g values proxy-mapped to validated source item 'Chicken Curry Puff' (food_id=NONIND_0007); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",46.93,43.18,43.18,43.18,100.0,dal_katori_default,93.86,75.09,112.63,155.0,124.0,186.0,0.7
INDWEB_0117,Mutton curry,Mutton curry,Pulses & legumes,katori,200,160,240,0.6,41.0,Henry et al. GI tables (non-Indian cohort),21.1,16.88,25.32,High,0.45,25.73,"Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",25.73,10.55,10.55,10.55,100.0,dal_katori_default,51.46,41.17,61.75,150.0,120.0,180.0,0.7
INDWEB_0118,Mutton rogan josh,Mutton rogan josh,Pulses & legumes,portion,200,160,240,0.6,-1.0,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0.0,0.0,0.0,Low,0.45,9.2,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g).",9.2,0.0,0.0,0.0,100.0,dal_katori_default,18.4,14.72,22.08,150.0,105.0,195.0,0.6
INDWEB_0119,Fish curry (Goan),Fish curry (Goan),Pulses & legumes,katori,200,160,240,0.6,45.3,Henry et al. GI tables (non-Indian cohort),27.18,21.74,32.62,High,0.45,30.0,"Per-100g values proxy-mapped to validated source item 'Brown Rice Flour Idiyappam with Fish Curry' (food_id=NONIND_0648); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=200g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",30.0,13.59,13.59,13.59,100.0,dal_katori_default,60.0,48.0,72.0,150.0,120.0,180.0,0.7
INDWEB_0120,Fish curry (Bengali),Fish curry (Bengali),Pulses & legumes,katori,200,160,240,0.6,45.3,Henry et al. GI tables (non-Indian cohort),27.18,21.74,32.62,High,0.45,30.0,"Per-100g values proxy-mapped to validated source item 'Brown Rice Flour Idiyappam with Fish Curry' (food_id=NONIND_0648); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=200g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",30.0,13.59,13.59,13.59,100.0,dal_katori_default,60.0,48.0,72.0,150.0,120.0,180.0,0.7
INDWEB_0121,Egg omelette (plain),Egg omelette (plain),Pulses & legumes,portion,200,160,240,0.6,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.5,16.4,24.6,High,0.41,14.44,"Per-100g values proxy-mapped to validated source item 'Burger Egg' (food_id=WEST_IN_0114); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.44,10.25,10.25,10.25,100.0,dal_katori_default,28.88,23.1,34.66,150.0,105.0,195.0,0.6
INDWEB_0122,Masala omelette,Masala omelette,Pulses & legumes,portion,200,160,240,0.6,-1.0,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0.0,0.0,0.0,Low,0.45,9.2,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g).",9.2,0.0,0.0,0.0,100.0,dal_katori_default,18.4,14.72,22.08,150.0,105.0,195.0,0.6
INDWEB_0123,Soyabean curry,Soyabean curry,Pulses & legumes,katori,200,160,240,0.6,41.0,Henry et al. GI tables (non-Indian cohort),21.1,16.88,25.32,High,0.45,25.73,"Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",25.73,10.55,10.55,10.55,100.0,dal_katori_default,51.46,41.17,61.75,150.0,120.0,180.0,0.7
INDWEB_0124,Soya chaap gravy,Soya chaap gravy,Pulses & legumes,katori,200,160,240,0.6,63.2,Henry et al. GI tables (non-Indian cohort),26.12,20.9,31.34,High,0.45,20.67,"Per-100g values proxy-mapped to validated source item 'Kurakkanpittu with Gravy' (food_id=NONIND_0599); mapping_score=0.20; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.67,13.06,13.06,13.06,100.0,dal_katori_default,41.34,33.07,49.61,150.0,120.0,180.0,0.7
INDWEB_0125,Soya chunks pulao,Soya chunks pulao,Pulses & legumes,plate,134,120,150,0.9,62.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 133; n=None None; ref food/time: Healthy Glucose/2.5h participants; portion 50 g provides 10 g available carbs (table page 23).",11.16,10.0,12.5,Medium,0.92,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rice Khichdi' (food_id=IND_HENRY2021_664).",13.33,8.33,8.33,8.33,100.0,cooked_rice_nin_cup_200ml,17.86,16.0,20.0,161.0,129.0,193.0,0.7
INDWEB_0126,Samosa chaat,Samosa chaat,Snacks,handful,100,100,100,0.75,64.0,Proxy GI anchor: french fries from International GI Tables (Atkinson 2008).,14.93,14.93,14.93,Medium,0.75,23.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Peri Peri Fries' (food_id=WEST_IN_0231).",23.33,14.93,14.93,14.93,100.0,portion_100g,23.33,23.33,23.33,25.0,15.0,35.0,0.55
INDWEB_0127,Aloo tikki chaat,Aloo tikki chaat,Snacks,handful,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.84,11.84,11.84,Medium,0.52,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Aloo Tikki' (food_id=WEST_IN_0099); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.84,11.84,11.84,100.0,portion_100g,16.67,16.67,16.67,25.0,15.0,35.0,0.6
INDWEB_0128,Dahi puri,Dahi puri,Snacks,piece,100,100,100,0.75,49.0,Henry et al. GI tables (non-Indian cohort),15.03,15.03,15.03,Medium,0.88,30.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Kayabuttertoast' (food_id=NONIND_0029).",30.67,15.03,15.03,15.03,100.0,portion_100g,30.67,30.67,30.67,50.0,37.0,63.0,0.7
INDWEB_0129,Poha jalebi (combo),Poha jalebi (combo),Snacks,piece,100,100,100,0.75,79.6,Henry et al. GI tables (non-Indian cohort),19.9,19.9,19.9,Medium,0.88,25.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Wheatpan Cake' (food_id=NONIND_0417).",25.0,19.9,19.9,19.9,100.0,portion_100g,25.0,25.0,25.0,72.0,54.0,89.0,0.7
INDWEB_0130,Chole tikki,Chole tikki,Snacks,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.84,11.84,11.84,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Aloo Tikki' (food_id=WEST_IN_0099); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.84,11.84,11.84,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0131,Chole chaat,Chole chaat,Snacks,portion,100,100,100,0.75,68.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,34.25,34.25,34.25,High,0.75,50.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Popcorn Chicken' (food_id=WEST_IN_0232).",50.0,34.25,34.25,34.25,100.0,portion_100g,50.0,50.0,50.0,150.0,105.0,195.0,0.55
INDWEB_0132,Dahi bhalla,Dahi bhalla,Snacks,portion,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Olive' (food_id=WEST_IN_0061).",18.67,13.05,13.05,13.05,100.0,portion_100g,18.67,18.67,18.67,150.0,105.0,195.0,0.6
INDWEB_0133,Rava idli,Rava idli,Snacks,piece,100,100,100,0.75,85.0,Henry et al. GI tables (non-Indian cohort),17.51,17.51,17.51,Medium,0.45,20.6,"Per-100g values proxy-mapped to validated source item 'Rice Idli' (food_id=NONIND_0046); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.6,17.51,17.51,17.51,100.0,portion_100g,20.6,20.6,20.6,49.0,37.0,61.0,0.75
INDWEB_0134,Idli with chutney,Idli with chutney,Snacks,piece,100,100,100,0.75,85.0,Henry et al. GI tables (non-Indian cohort),17.51,17.51,17.51,Medium,0.45,20.6,"Per-100g values proxy-mapped to validated source item 'Rice Idli' (food_id=NONIND_0046); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.6,17.51,17.51,17.51,100.0,portion_100g,20.6,20.6,20.6,55.0,42.0,69.0,0.75
INDWEB_0135,Dosa with sambar,Dosa with sambar,Snacks,piece,80,35,155,0.9,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",15.51,6.79,30.05,Medium,0.45,34.75,"Per-100g values proxy-mapped to validated source item 'Dosa' (food_id=IND_HENRY2021_688); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",34.75,19.39,19.39,19.39,100.0,dosa_small_medium_large,27.8,12.16,53.86,81.0,60.0,101.0,0.75
INDWEB_0136,Dosa with chutney,Dosa with chutney,Snacks,piece,80,35,155,0.9,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",15.51,6.79,30.05,Medium,0.45,34.75,"Per-100g values proxy-mapped to validated source item 'Dosa' (food_id=IND_HENRY2021_688); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",34.75,19.39,19.39,19.39,100.0,dosa_small_medium_large,27.8,12.16,53.86,85.0,63.0,106.0,0.7
INDWEB_0137,Plain dosa,Plain dosa,Snacks,piece,80,35,155,0.9,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",15.51,6.79,30.05,Medium,0.64,34.75,"Per-100g values proxy-mapped to validated source item 'Dosa' (food_id=IND_HENRY2021_688); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",34.75,19.39,19.39,19.39,100.0,dosa_small_medium_large,27.8,12.16,53.86,86.0,64.0,108.0,0.75
INDWEB_0138,Onion uttapam,Onion uttapam,Snacks,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,14.2,14.2,14.2,Medium,0.41,20.0,"Per-100g values proxy-mapped to validated source item 'Onion Rings' (food_id=WEST_IN_0230); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.0,14.2,14.2,14.2,100.0,portion_100g,20.0,20.0,20.0,150.0,105.0,195.0,0.55
INDWEB_0139,Rava uttapam,Rava uttapam,Snacks,portion,100,100,100,0.75,45.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.9,12.07,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Sorghumflakespoha' (food_id=IND_HENRY2021_654).",12.07,5.43,5.43,5.43,100.0,portion_100g,12.07,12.07,12.07,150.0,105.0,195.0,0.55
INDWEB_0140,Kathi roll (egg),Kathi roll (egg),Snacks,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.25,10.25,10.25,Medium,0.41,14.44,"Per-100g values proxy-mapped to validated source item 'Burger Egg' (food_id=WEST_IN_0114); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.44,10.25,10.25,10.25,100.0,portion_100g,14.44,14.44,14.44,150.0,105.0,195.0,0.6
INDWEB_0141,Kathi roll (paneer),Kathi roll (paneer),Snacks,portion,100,100,100,0.75,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.59,11.59,11.59,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Paneer' (food_id=WEST_IN_0120); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.59,11.59,11.59,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0142,Kathi roll (chicken),Kathi roll (chicken),Snacks,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.96,9.96,9.96,Low,0.41,14.44,"Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.44,9.96,9.96,9.96,100.0,portion_100g,14.44,14.44,14.44,150.0,105.0,195.0,0.6
INDWEB_0143,Frankie roll (veg),Frankie roll (veg),Snacks,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.75,11.75,11.75,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0144,Frankie roll (egg),Frankie roll (egg),Snacks,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.25,10.25,10.25,Medium,0.41,14.44,"Per-100g values proxy-mapped to validated source item 'Burger Egg' (food_id=WEST_IN_0114); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.44,10.25,10.25,10.25,100.0,portion_100g,14.44,14.44,14.44,150.0,105.0,195.0,0.6
INDWEB_0145,Paneer tikka roll,Paneer tikka roll,Snacks,portion,100,100,100,0.75,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.47,11.47,11.47,Medium,0.52,16.5,"Per-100g values proxy-mapped to validated source item 'Panini Paneer Tikka' (food_id=WEST_IN_0162); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=200g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.5,11.47,11.47,11.47,100.0,portion_100g,16.5,16.5,16.5,150.0,105.0,195.0,0.6
